### Metadata ###
competition_sd = 0.1
carrying_cap_sd = 1
carrying_cap_opt = 1000
trait_opt = 0
growth_rate = 1
prob_mutation = 1
mutation_sd = 0.001
trait_dist_sp = 0.1

seed = 15614
HPC job ID = local
simulated under comrad 1.11.0
R version 4.0.2 (2020-06-22)

Starting community from: NA
Running for 10000 generations
 
### Simulation output ### 
 
t,z,species,ancestral_species
600,-0.13335634139481609,#2D5F94,#89ae8a
600,-0.128521595898497,#2D5F94,#89ae8a
600,-0.08362371186007346,#2D5F94,#89ae8a
600,0.14205480521301087,#89ae8a,NA
600,-0.13920258389972562,#2D5F94,#89ae8a
600,-0.12929760549051014,#2D5F94,#89ae8a
600,0.1496085169347735,#89ae8a,NA
600,0.12402670089446423,#89ae8a,NA
600,0.13762463652169213,#89ae8a,NA
600,-0.09979438133621736,#2D5F94,#89ae8a
600,0.14210932535008153,#89ae8a,NA
600,-0.14734170571973484,#2D5F94,#89ae8a
600,-0.12496597904835989,#2D5F94,#89ae8a
600,0.14177733601624248,#89ae8a,NA
600,0.14316345182135895,#89ae8a,NA
600,-0.11583764443980456,#2D5F94,#89ae8a
600,0.14371284117960495,#89ae8a,NA
600,0.14721915358894966,#89ae8a,NA
600,0.12135815098969398,#89ae8a,NA
600,-0.09727751169085821,#2D5F94,#89ae8a
600,0.14851538074420098,#89ae8a,NA
600,0.1380835354908569,#89ae8a,NA
600,-0.14693039135445696,#2D5F94,#89ae8a
600,0.09374724173066303,#89ae8a,NA
600,-0.13377525443673358,#2D5F94,#89ae8a
600,0.14427102551590626,#89ae8a,NA
600,-0.11188509278567711,#2D5F94,#89ae8a
600,-0.07076465523680268,#2D5F94,#89ae8a
600,-0.11330205949093278,#2D5F94,#89ae8a
600,-0.12972223662945032,#2D5F94,#89ae8a
600,-0.10278853827420376,#2D5F94,#89ae8a
600,0.13471029314351707,#89ae8a,NA
600,-0.14635810561944215,#2D5F94,#89ae8a
600,-0.1475072697585756,#2D5F94,#89ae8a
600,0.1351001241272341,#89ae8a,NA
600,0.1442435000147288,#89ae8a,NA
600,-0.09162841402454007,#2D5F94,#89ae8a
600,0.0817724028160127,#89ae8a,NA
600,-0.14493771120331342,#2D5F94,#89ae8a
600,0.14886009224789468,#89ae8a,NA
600,-0.13908019829751125,#2D5F94,#89ae8a
600,-0.13470689045816805,#2D5F94,#89ae8a
600,0.1178053771463295,#89ae8a,NA
600,-0.13887299472760653,#2D5F94,#89ae8a
600,-0.1329305667205502,#2D5F94,#89ae8a
600,-0.10199313854195964,#2D5F94,#89ae8a
600,0.1308049766730366,#89ae8a,NA
600,-0.1305174808584382,#2D5F94,#89ae8a
600,-0.11874206917491685,#2D5F94,#89ae8a
600,-0.12104533080429754,#2D5F94,#89ae8a
600,-0.12314688260609223,#2D5F94,#89ae8a
600,0.09436023395569014,#89ae8a,NA
600,-0.10016611971591918,#2D5F94,#89ae8a
600,0.14627811429602958,#89ae8a,NA
600,-0.13697075323667302,#2D5F94,#89ae8a
600,0.105725862297346,#89ae8a,NA
600,-0.149384290407093,#2D5F94,#89ae8a
600,-0.09984287034215375,#2D5F94,#89ae8a
600,-0.10148019398572175,#2D5F94,#89ae8a
600,-0.13085565286670942,#2D5F94,#89ae8a
600,-0.11210586165752974,#2D5F94,#89ae8a
600,-0.10408880498600323,#2D5F94,#89ae8a
600,-0.12757636340875284,#2D5F94,#89ae8a
600,0.1219161050490262,#89ae8a,NA
600,0.14599480197947748,#89ae8a,NA
600,-0.11390615934741721,#2D5F94,#89ae8a
600,-0.13846180737112815,#2D5F94,#89ae8a
600,-0.13927172615851968,#2D5F94,#89ae8a
600,-0.1337931260709669,#2D5F94,#89ae8a
600,0.13226767650872506,#89ae8a,NA
600,-0.14678674718635712,#2D5F94,#89ae8a
600,-0.13800622404996438,#2D5F94,#89ae8a
600,0.14878395567948907,#89ae8a,NA
600,0.1563739689270835,#89ae8a,NA
600,-0.11343491849802527,#2D5F94,#89ae8a
600,-0.12019658328688798,#2D5F94,#89ae8a
600,-0.09140161898553006,#2D5F94,#89ae8a
600,0.1405727913250616,#89ae8a,NA
600,-0.10181287680649276,#2D5F94,#89ae8a
600,0.12545034467611832,#89ae8a,NA
600,0.12846227651214773,#89ae8a,NA
600,-0.13320392971093048,#2D5F94,#89ae8a
600,0.1390170313372499,#89ae8a,NA
600,-0.09080918372506493,#2D5F94,#89ae8a
600,-0.1435508046868002,#2D5F94,#89ae8a
800,-0.18357969488569983,#2D5F94,#89ae8a
800,0.06810168421777162,#89ae8a,NA
800,0.06411723195094891,#89ae8a,NA
800,-0.19154043422134245,#2D5F94,#89ae8a
800,-0.07729971560543078,#2D5F94,#89ae8a
800,-0.19024633889981427,#2D5F94,#89ae8a
800,-0.18373402811825773,#2D5F94,#89ae8a
800,0.18334345243678551,#89ae8a,NA
800,-0.026060549138522925,#2D5F94,#89ae8a
800,-0.03510325828404729,#2D5F94,#89ae8a
800,0.08161411746242211,#89ae8a,NA
800,0.08590270981997966,#89ae8a,NA
800,-0.17249575178421375,#2D5F94,#89ae8a
800,-0.05141106058241418,#2D5F94,#89ae8a
800,-0.038800081498720856,#2D5F94,#89ae8a
800,-0.17255145478174913,#2D5F94,#89ae8a
800,-0.04172648418772543,#2D5F94,#89ae8a
800,0.1905447891658251,#89ae8a,NA
800,-0.03332530909834882,#2D5F94,#89ae8a
800,-0.1779980701088916,#2D5F94,#89ae8a
800,0.1811964634400166,#89ae8a,NA
800,0.07687132851019861,#89ae8a,NA
800,-0.16258242728383177,#2D5F94,#89ae8a
800,0.1963345106561991,#89ae8a,NA
800,-0.1749323405330254,#2D5F94,#89ae8a
800,-0.17217493672875622,#2D5F94,#89ae8a
800,-0.1765720923211939,#2D5F94,#89ae8a
800,0.18074205037689112,#89ae8a,NA
800,0.080629757226543,#89ae8a,NA
800,-0.16505792968294683,#2D5F94,#89ae8a
800,-0.036113316419678895,#2D5F94,#89ae8a
800,-0.045876482576506346,#2D5F94,#89ae8a
800,0.1976633853423469,#89ae8a,NA
800,0.18558092433679074,#89ae8a,NA
800,0.1935026333392627,#89ae8a,NA
800,-0.03463923609756465,#2D5F94,#89ae8a
800,-0.16879595286593707,#2D5F94,#89ae8a
800,0.19093513572988882,#89ae8a,NA
800,0.17183248083758812,#89ae8a,NA
800,0.08802509633313738,#89ae8a,NA
800,-0.1887552945963511,#2D5F94,#89ae8a
800,-0.17232509952608005,#2D5F94,#89ae8a
800,-0.18043448483430916,#2D5F94,#89ae8a
800,-0.18916713495113538,#2D5F94,#89ae8a
800,-0.0442147227249246,#2D5F94,#89ae8a
800,-0.05255201455006177,#2D5F94,#89ae8a
800,0.17892933325525615,#89ae8a,NA
800,-0.17803217499386914,#2D5F94,#89ae8a
800,0.1819918772649632,#89ae8a,NA
800,0.19646300796399827,#89ae8a,NA
800,-0.1759776079074007,#2D5F94,#89ae8a
800,0.08254313557483747,#89ae8a,NA
800,-0.16535487541890653,#2D5F94,#89ae8a
800,-0.18493787859475255,#2D5F94,#89ae8a
800,-0.1896376925905459,#2D5F94,#89ae8a
800,-0.048565428395700445,#2D5F94,#89ae8a
800,0.17979374380578106,#89ae8a,NA
800,0.1655323491302948,#89ae8a,NA
800,-0.17650099312816767,#2D5F94,#89ae8a
800,-0.18830450648154923,#2D5F94,#89ae8a
800,0.18355173425032983,#89ae8a,NA
800,-0.04208865960894818,#2D5F94,#89ae8a
800,0.182741229012304,#89ae8a,NA
800,-0.03860039687422321,#2D5F94,#89ae8a
800,0.17097088199397337,#89ae8a,NA
800,-0.037341289073742095,#2D5F94,#89ae8a
800,0.06832674200657249,#89ae8a,NA
800,0.18157019453929443,#89ae8a,NA
800,-0.053125814356346855,#2D5F94,#89ae8a
800,0.1924064835539721,#89ae8a,NA
800,-0.16279160740075718,#2D5F94,#89ae8a
800,0.1688448712206719,#89ae8a,NA
800,0.17915452980598393,#89ae8a,NA
800,0.20525088035813036,#89ae8a,NA
800,-0.1667451207047391,#2D5F94,#89ae8a
800,-0.1745308647957388,#2D5F94,#89ae8a
800,-0.1663894789108785,#2D5F94,#89ae8a
800,0.1741380092949071,#89ae8a,NA
800,-0.17527709381000367,#2D5F94,#89ae8a
800,0.1774586616132254,#89ae8a,NA
800,-0.03512074687476062,#2D5F94,#89ae8a
800,-0.16822256234882113,#2D5F94,#89ae8a
800,0.08406120602935846,#89ae8a,NA
800,0.18442408226889917,#89ae8a,NA
800,0.18555487956468586,#89ae8a,NA
800,0.18968042690094006,#89ae8a,NA
800,0.1777714710347869,#89ae8a,NA
800,0.20764389149324644,#89ae8a,NA
800,-0.17332718659831528,#2D5F94,#89ae8a
800,-0.1658883755535501,#2D5F94,#89ae8a
800,0.18559068108252222,#89ae8a,NA
800,-0.15985034538092344,#2D5F94,#89ae8a
800,-0.16661592418286744,#2D5F94,#89ae8a
800,-0.1780253506035048,#2D5F94,#89ae8a
800,0.18866374487279278,#89ae8a,NA
800,0.19444482540935115,#89ae8a,NA
800,-0.17962754932950464,#2D5F94,#89ae8a
800,-0.17303370047067881,#2D5F94,#89ae8a
800,0.1852122053908705,#89ae8a,NA
800,0.07984252615651212,#89ae8a,NA
800,-0.17649438649557203,#2D5F94,#89ae8a
800,0.08119709101571078,#89ae8a,NA
800,0.17427652756505177,#89ae8a,NA
800,0.18327283880639259,#89ae8a,NA
800,-0.18557179581185534,#2D5F94,#89ae8a
800,-0.04594600292557903,#2D5F94,#89ae8a
800,-0.1629679199011428,#2D5F94,#89ae8a
800,-0.18370596220316868,#2D5F94,#89ae8a
800,0.18439710239631843,#89ae8a,NA
800,-0.04012178164901482,#2D5F94,#89ae8a
800,-0.04081676680101846,#2D5F94,#89ae8a
800,-0.1625280186255859,#2D5F94,#89ae8a
800,-0.045713835624093944,#2D5F94,#89ae8a
800,-0.1629807874750865,#2D5F94,#89ae8a
800,-0.05193702564576771,#2D5F94,#89ae8a
1000,0.258780837887559,#89ae8a,NA
1000,-0.21817454544785447,#2D5F94,#89ae8a
1000,0.08571473248766363,#6C1EF7,#89ae8a
1000,-0.05071417623875838,#F252A8,#2D5F94
1000,-0.22512739146731225,#2D5F94,#89ae8a
1000,-0.22840281793691275,#2D5F94,#89ae8a
1000,0.2859847291240988,#89ae8a,NA
1000,0.277320205050683,#89ae8a,NA
1000,0.2780875500440573,#89ae8a,NA
1000,0.2338899295811787,#89ae8a,NA
1000,-0.2259895356409962,#2D5F94,#89ae8a
1000,0.28259174781795365,#89ae8a,NA
1000,-0.05339614220421441,#F252A8,#2D5F94
1000,-0.22388418956350686,#2D5F94,#89ae8a
1000,-0.05086028826521856,#F252A8,#2D5F94
1000,-0.05685409246447619,#F252A8,#2D5F94
1000,-0.22061980653807534,#2D5F94,#89ae8a
1000,-0.048583999224930084,#F252A8,#2D5F94
1000,0.24347912456845766,#89ae8a,NA
1000,-0.221415322122367,#2D5F94,#89ae8a
1000,-0.21588493826376678,#2D5F94,#89ae8a
1000,-0.22209526346180328,#2D5F94,#89ae8a
1000,0.27655959965606103,#89ae8a,NA
1000,-0.22584229870928552,#2D5F94,#89ae8a
1000,-0.052685317083659075,#F252A8,#2D5F94
1000,-0.22608210396211406,#2D5F94,#89ae8a
1000,0.26053362293428084,#89ae8a,NA
1000,-0.22927921763564327,#2D5F94,#89ae8a
1000,-0.045599896934798316,#F252A8,#2D5F94
1000,-0.22207650406825863,#2D5F94,#89ae8a
1000,-0.0409617357110167,#F252A8,#2D5F94
1000,-0.05758024551471999,#F252A8,#2D5F94
1000,0.053730794555112406,#6C1EF7,#89ae8a
1000,0.2342282973286958,#89ae8a,NA
1000,-0.22619301740247139,#2D5F94,#89ae8a
1000,-0.21397493892397065,#2D5F94,#89ae8a
1000,0.2374867096867428,#89ae8a,NA
1000,-0.20755448391921494,#2D5F94,#89ae8a
1000,-0.054672724090409394,#F252A8,#2D5F94
1000,0.08487728589136188,#6C1EF7,#89ae8a
1000,-0.23916524370451,#2D5F94,#89ae8a
1000,0.05428250521677924,#6C1EF7,#89ae8a
1000,-0.04246949325434997,#F252A8,#2D5F94
1000,0.23647440947307852,#89ae8a,NA
1000,0.07643519183657464,#6C1EF7,#89ae8a
1000,0.2771799955086636,#89ae8a,NA
1000,-0.2242111156409757,#2D5F94,#89ae8a
1000,0.2717466737221682,#89ae8a,NA
1000,0.0849636263037501,#6C1EF7,#89ae8a
1000,0.09673544038845702,#6C1EF7,#89ae8a
1000,0.23734558307340217,#89ae8a,NA
1000,-0.03877879650313886,#F252A8,#2D5F94
1000,0.25746914775182905,#89ae8a,NA
1000,0.2636291861082851,#89ae8a,NA
1000,-0.23044512633993605,#2D5F94,#89ae8a
1000,-0.2130502111474285,#2D5F94,#89ae8a
1000,0.09109346588482273,#6C1EF7,#89ae8a
1000,-0.22416395232954386,#2D5F94,#89ae8a
1000,-0.22036152994841454,#2D5F94,#89ae8a
1000,0.27994885065614605,#89ae8a,NA
1000,-0.03613687970288311,#F252A8,#2D5F94
1000,-0.21027387523520263,#2D5F94,#89ae8a
1000,-0.052320846245718415,#F252A8,#2D5F94
1000,0.09154775669940185,#6C1EF7,#89ae8a
1000,0.061452688182312115,#6C1EF7,#89ae8a
1000,-0.0521895455927329,#F252A8,#2D5F94
1000,-0.2302275400530787,#2D5F94,#89ae8a
1000,0.24263158420670883,#89ae8a,NA
1000,-0.043452389674196505,#F252A8,#2D5F94
1000,0.2510423654661526,#89ae8a,NA
1000,0.26715210847556164,#89ae8a,NA
1000,0.058328296273334655,#6C1EF7,#89ae8a
1000,-0.046726301588830683,#F252A8,#2D5F94
1000,0.2709562766409453,#89ae8a,NA
1000,0.25849929443690406,#89ae8a,NA
1000,0.04721441665052739,#6C1EF7,#89ae8a
1000,0.2751422592958249,#89ae8a,NA
1000,0.2643752867569679,#89ae8a,NA
1000,0.27017071544227417,#89ae8a,NA
1000,0.26016773514241814,#89ae8a,NA
1000,0.0866732836178487,#6C1EF7,#89ae8a
1000,-0.0380997880091653,#F252A8,#2D5F94
1000,-0.2173716162732528,#2D5F94,#89ae8a
1000,-0.21684821777298469,#2D5F94,#89ae8a
1000,0.2698944438682932,#89ae8a,NA
1000,-0.22705073409198892,#2D5F94,#89ae8a
1000,0.07203570714009809,#6C1EF7,#89ae8a
1000,-0.21597090270110633,#2D5F94,#89ae8a
1000,-0.05096738461655666,#F252A8,#2D5F94
1000,-0.210423503890634,#2D5F94,#89ae8a
1000,0.26592252848761333,#89ae8a,NA
1000,0.06079092664689841,#6C1EF7,#89ae8a
1000,-0.2175028030745842,#2D5F94,#89ae8a
1000,-0.2185251768468176,#2D5F94,#89ae8a
1000,-0.036460053893575504,#F252A8,#2D5F94
1000,-0.2242969919046008,#2D5F94,#89ae8a
1000,-0.21285280299618298,#2D5F94,#89ae8a
1000,0.2589585226362845,#89ae8a,NA
1000,0.2561914730061446,#89ae8a,NA
1000,0.282450282099525,#89ae8a,NA
1000,0.057820468604166585,#6C1EF7,#89ae8a
1000,-0.21996818064957105,#2D5F94,#89ae8a
1000,0.26515772932219744,#89ae8a,NA
1000,-0.05178575135882907,#F252A8,#2D5F94
1000,0.27517408089415424,#89ae8a,NA
1000,-0.22111471626540466,#2D5F94,#89ae8a
1000,-0.21563943919122178,#2D5F94,#89ae8a
1000,-0.2169644936838988,#2D5F94,#89ae8a
1000,0.26917635193447614,#89ae8a,NA
1000,-0.2140323384777367,#2D5F94,#89ae8a
1000,-0.21263383985761,#2D5F94,#89ae8a
1000,0.26108132199914036,#89ae8a,NA
1000,0.262308575162705,#89ae8a,NA
1000,0.24505403368095371,#89ae8a,NA
1000,0.2665823555926601,#89ae8a,NA
1000,-0.21010247993592457,#2D5F94,#89ae8a
1000,0.07278016467618531,#6C1EF7,#89ae8a
1000,0.2750905573519201,#89ae8a,NA
1000,0.08739275110601923,#6C1EF7,#89ae8a
1000,-0.061135819460767626,#F252A8,#2D5F94
1000,-0.219682604773631,#2D5F94,#89ae8a
1000,-0.20683762819527998,#2D5F94,#89ae8a
1000,0.26897570165659784,#89ae8a,NA
1000,0.256682244204185,#89ae8a,NA
1000,-0.05023336422527504,#F252A8,#2D5F94
1000,0.2443354065373597,#89ae8a,NA
1000,-0.2183624889623467,#2D5F94,#89ae8a
1000,0.09350784996619385,#6C1EF7,#89ae8a
1000,-0.18912979592963566,#2D5F94,#89ae8a
1000,-0.2287365986713615,#2D5F94,#89ae8a
1000,-0.21555106193308016,#2D5F94,#89ae8a
1000,0.06542435113657871,#6C1EF7,#89ae8a
1000,-0.2237875194575266,#2D5F94,#89ae8a
1000,0.07154085477286676,#6C1EF7,#89ae8a
1000,0.06180013071287694,#6C1EF7,#89ae8a
1000,-0.2399355509857392,#2D5F94,#89ae8a
1000,0.08535065471092058,#6C1EF7,#89ae8a
1000,0.08122148328214508,#6C1EF7,#89ae8a
1000,0.2235642760856803,#89ae8a,NA
1000,-0.21010456812630604,#2D5F94,#89ae8a
1000,0.06766764177564742,#6C1EF7,#89ae8a
1000,0.2633767202102064,#89ae8a,NA
1200,0.09650027837905707,#6C1EF7,#89ae8a
1200,-0.07663486357859702,#F252A8,#2D5F94
1200,-0.2744424393125798,#2D5F94,#89ae8a
1200,-0.06731100258341698,#F252A8,#2D5F94
1200,0.28628225305040145,#89ae8a,NA
1200,0.30650522324778745,#89ae8a,NA
1200,-0.05531885387755062,#F252A8,#2D5F94
1200,-0.2507422985825656,#2D5F94,#89ae8a
1200,0.11158834626502342,#6C1EF7,#89ae8a
1200,0.30488162833178445,#89ae8a,NA
1200,-0.2733925340162619,#2D5F94,#89ae8a
1200,0.31578263813327256,#89ae8a,NA
1200,0.32490664178947753,#89ae8a,NA
1200,0.31695239246881773,#89ae8a,NA
1200,-0.27728270328746574,#2D5F94,#89ae8a
1200,0.07822928366108774,#6C1EF7,#89ae8a
1200,0.10720684799059559,#6C1EF7,#89ae8a
1200,0.11605182572523406,#6C1EF7,#89ae8a
1200,-0.08916119769114585,#F252A8,#2D5F94
1200,-0.27523215230411374,#2D5F94,#89ae8a
1200,-0.27403033838342905,#2D5F94,#89ae8a
1200,-0.2670762062303802,#2D5F94,#89ae8a
1200,0.27632942576754527,#89ae8a,NA
1200,-0.0739487432013238,#F252A8,#2D5F94
1200,0.10187488098496597,#6C1EF7,#89ae8a
1200,-0.03244081901438213,#F252A8,#2D5F94
1200,-0.2491798791083166,#2D5F94,#89ae8a
1200,-0.2636841163986883,#2D5F94,#89ae8a
1200,-0.2723424408701769,#2D5F94,#89ae8a
1200,-0.2657454809942591,#2D5F94,#89ae8a
1200,0.31341130262227157,#89ae8a,NA
1200,0.2970610963926155,#89ae8a,NA
1200,-0.2618827979575811,#2D5F94,#89ae8a
1200,0.3160413790569854,#89ae8a,NA
1200,0.10648534429348341,#6C1EF7,#89ae8a
1200,-0.25721204882578313,#2D5F94,#89ae8a
1200,0.3028955128553572,#89ae8a,NA
1200,-0.2625758053009919,#2D5F94,#89ae8a
1200,0.3127638703539814,#89ae8a,NA
1200,0.2977828996070268,#89ae8a,NA
1200,-0.057533215476183425,#F252A8,#2D5F94
1200,0.10421535439195337,#6C1EF7,#89ae8a
1200,0.31233463266090977,#89ae8a,NA
1200,0.2661116965368385,#89ae8a,NA
1200,0.28879631429059655,#89ae8a,NA
1200,0.30611781203922156,#89ae8a,NA
1200,0.26331781070725896,#89ae8a,NA
1200,-0.24823439468812952,#2D5F94,#89ae8a
1200,-0.2594339457751786,#2D5F94,#89ae8a
1200,0.09324587975451497,#6C1EF7,#89ae8a
1200,-0.07181362258332982,#F252A8,#2D5F94
1200,-0.2514361580815884,#2D5F94,#89ae8a
1200,0.31289696021429464,#89ae8a,NA
1200,0.08819332848891781,#6C1EF7,#89ae8a
1200,-0.2555259044146554,#2D5F94,#89ae8a
1200,-0.2525882025909615,#2D5F94,#89ae8a
1200,0.07423023478026777,#6C1EF7,#89ae8a
1200,0.30961077378961843,#89ae8a,NA
1200,-0.04798984048981717,#F252A8,#2D5F94
1200,-0.06349830557808533,#F252A8,#2D5F94
1200,0.10117289683533386,#6C1EF7,#89ae8a
1200,0.11032994479273721,#6C1EF7,#89ae8a
1200,-0.26768958332589077,#2D5F94,#89ae8a
1200,0.0987842782651062,#6C1EF7,#89ae8a
1200,-0.2816731992358014,#2D5F94,#89ae8a
1200,0.10459001023310369,#6C1EF7,#89ae8a
1200,0.2938058165319569,#89ae8a,NA
